id,label_en,label_fr,label_ar,category,category_fr,category_ar
off-sandwich-processed-cheese-slices-709b34,Processed Cheese Sandwich Slices,Tranches de fromage fondu sandwich,شرائح جبن مطبوخ للسندويتش,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-sauce-4-fromages-e3248d,Four Cheese Sauce,Sauce quatre fromages,صلصة أربعة أجبان,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-schogetten-alpine-milk-chocolate-0f9cd5,Schogetten Alpine Milk Chocolate,Schogetten chocolat au lait alpin,شوجيتن شوكولاتة بالحليب الألبي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-schogetten-caramel-brownie-a1ae2d,Schogetten Caramel Brownie,Schogetten caramel brownie,شوجيتن كراميل براوني,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-schokolade-dessert-au-chocolat-568559,Chocolate Dessert,Dessert au chocolat,حلوى بالشوكولاتة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-scotti-rice-quinoa-milk-16days-a7ac3f,Rice Quinoa Drink,Boisson de riz et quinoa,مشروب أرز وكينوا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-smooth-milk-chocolate-3c7fa2,Smooth Milk Chocolate,Chocolat au lait fondant,شوكولاتة بالحليب ناعمة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-soja-et-coco-73d899,Soy Coconut Drink,Boisson soja coco,مشروب صويا وجوز الهند,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-soja-nature-sans-sucres-f7a403,Unsweetened Plain Soy Drink,Boisson soja nature sans sucre,مشروب صويا طبيعي بدون سكر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-soja-sans-sucres-ajout-s-84f80a,Soy Drink No Added Sugar,Boisson soja sans sucres ajoutés,مشروب صويا بدون سكر مضاف,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-soja-vanille-100012,Vanilla Soy Drink,Boisson soja vanille,مشروب صويا بالفانيليا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-soja-la-vanille-852f21,Vanilla Soy Drink,Boisson soja à la vanille,مشروب صويا بالفانيليا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-soya-32b491,Soy Drink,Boisson soja,مشروب صويا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-sport-8d9613,Sport,Sport,سبورت,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-sp-cial-gratin-cf193c,Gratin Cream,Spécial gratin,كريمة خاصة للغراتان,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-st-m-ret-pasteurized-natural-cheese-speciality-b6392a,St Môret Natural Cheese Spread,Spécialité fromagère nature St Môret,جبنة قابلة للدهن طبيعية سان موريت,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-starbucks-mocha-f90cd0,Starbucks Mocha Drink,Boisson Starbucks mocha,مشروب ستاربكس موكا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-strawberry-ea62f6,Strawberry,Fraise,فراولة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-strawberry-chocolate-e5f0f0,Strawberry Chocolate,Chocolat à la fraise,شوكولاتة بالفراولة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-swiss-milk-chocolate-imp-07a4f1,Swiss Milk Chocolate,Chocolat suisse au lait,شوكولاتة سويسرية بالحليب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-tablette-bio-d-gustation-chocolat-au-lait-aux-clat-f9fe87,Organic Milk Chocolate Hazelnut Bar,Tablette bio chocolat au lait aux éclats de noisettes,لوح شوكولاتة عضوي بالحليب مع قطع البندق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-tablette-de-chocolat-au-lait-96621e,Milk Chocolate Bar,Tablette de chocolat au lait,لوح شوكولاتة بالحليب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-tablette-degustation-chocolat-au-lait-daef53,Milk Chocolate Tasting Bar,Tablette dégustation chocolat au lait,لوح تذوق شوكولاتة بالحليب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-tablette-d-gustation-chocolat-au-lait-f603b4,Milk Chocolate Tasting Bar,Tablette dégustation chocolat au lait,لوح تذوق شوكولاتة بالحليب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-tarti-bon-nature-98c40c,Tarti'Bon Plain,Tarti'Bon nature,تارتي بون طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-tarti-039-bon-4f9930,Tarti'Bon,Tarti'Bon,تارتي بون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-tartidou-dcc3c1,Tartidou,Tartidou,تارتيدو,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-tempting-and-tropical-coco-f4717b,Tropical Coconut Drink,Boisson coco tropicale,مشروب جوز الهند الاستوائي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-to-taste-35f102,Snack Cheese Portions,Fromage goûter portions,جبن للوجبة الخفيفة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-toast-style-processed-cheese-slices-447e52,Toast Style Processed Cheese Slices,Tranches de fromage fondu spécial toast,شرائح جبن مطبوخ للتوست,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-toblerone-fruit-nut-fdd9fc,Toblerone Fruit & Nut,Toblerone fruits et noix,توبليرون بالفواكه والمكسرات,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-tradition-1dc365,Traditional Yogurt,Yaourt tradition,زبادي تقليدي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-tranches-de-fromage-fondu-au-cheddar-et-l-emmental-2b2899,Processed Cheese Slices Cheddar Emmental,Tranches de fromage fondu au cheddar et à l'emmental,شرائح جبن مطبوخ بالشيدر والإمنتال,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-turr-n-blando-60a334,Soft Nougat,Nougat tendre,نوغا طرية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-uht-jaouda-53a983,Jaouda UHT Milk,Lait UHT Jaouda,حليب جودة UHT,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-unsweetened-almond-soul-636469,Unsweetened Almond Drink,Boisson amande sans sucre ajouté,مشروب لوز بدون سكر مضاف,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-vanilla-soy-beverage-5a2eac,Vanilla Soy Drink,Boisson soja à la vanille,مشروب صويا بالفانيليا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-vivesoy-almendra-original-05c01a,Vivesoy Original Almond Drink,Vivesoy boisson amande originale,فيفيسوي مشروب لوز أصلي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-vivesoy-avena-original-efedf0,Vivesoy Original Oat Drink,Vivesoy boisson avoine originale,فيفيسوي مشروب شوفان أصلي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-vocni-jogurt-1fa116,Fruit Yogurt,Yaourt aux fruits,زبادي بالفواكه,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-whole-almonds-98e246,Whole Almonds,Amandes entières,لوز كامل,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-with-cheese-and-onion-flavor-1fd6e4,Cheese and Onion Flavor,Saveur fromage et oignon,بنكهة الجبن والبصل,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-xtra-76cada,Xtra,Xtra,إكسترا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaos-le-yaourt-la-grecque-925169,YAOS Greek Style Yogurt,YAOS yaourt à la grecque,ياوس زبادي على الطريقة اليونانية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-3ad457,Yogurt,Yaourt,زبادي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-a-boire-daya-fraise-e2b588,Daya Strawberry Drinking Yogurt,Yaourt à boire Daya fraise,زبادي للشرب دايا بالفراولة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-brass-14e54e,Stirred Yogurt,Yaourt brassé,زبادي مخفوق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-brass-aux-fruits-6ea882,Fruit Stirred Yogurt,Yaourt brassé aux fruits,زبادي مخفوق بالفواكه,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-creamy-6d3ba1,Creamy Yogurt,Yaourt crémeux,زبادي كريمي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-ferme-jnane-banane-e5c130,Set Yogurt Jnane Banana,Yaourt ferme Jnane banane,زبادي متماسك جنان بالموز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-ferme-vanille-c269ea,Set Vanilla Yogurt,Yaourt ferme vanille,زبادي متماسك بالفانيليا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-grec-chocolat-coco-3bd325,Greek Yogurt Chocolate Coconut,Yaourt grec chocolat coco,زبادي يوناني بالشوكولاتة وجوز الهند,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-grec-muesli-jaouda-816802,Greek Yogurt Muesli Jaouda,Yaourt grec muesli Jaouda,زبادي يوناني بالموسلي جودة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-jnane-d4120d,Jnane Yogurt,Yaourt Jnane,زبادي جنان,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-kiri-1fde65,Kiri Yogurt,Yaourt Kiri,زبادي كيري,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-maxi-brass-e-e0696b,Maxi Stirred Yogurt,Yaourt Maxi brassé,زبادي ماكسي مخفوق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-nature-sans-sucre-32c099,Plain Yogurt No Sugar,Yaourt nature sans sucre,زبادي طبيعي بدون سكر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-boire-750269,Drinking Yogurt,Yaourt à boire,زبادي للشرب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-la-grecque-acb670,Greek Style Yogurt,Yaourt à la grecque,زبادي على الطريقة اليونانية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yaourt-la-vanille-dc7056,Vanilla Yogurt,Yaourt à la vanille,زبادي بالفانيليا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yoghurt-strawberry-chocolate-4c77c2,Strawberry Chocolate Yogurt,Yaourt fraise chocolat,زبادي بالفراولة والشوكولاتة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yogu-drinkable-strawberry-e0f12d,Yogu+ Drinkable Strawberry,Boisson yaourt fraise Yogu+,يوغو+ للشرب بالفراولة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yogur-sabor-vainilla-ab524f,Vanilla Yogurt,Yaourt saveur vanille,زبادي بنكهة الفانيليا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yogurt-banana-5813c8,Banana Yogurt,Yaourt banane,زبادي بالموز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yogurt-bnine-banana-cc9324,Bnine Banana Yogurt,Yaourt Bnine banane,زبادي بنين بالموز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-yogurt-no-added-sugar-ananas-40ced0,Pineapple Yogurt No Added Sugar,Yaourt ananas sans sucre ajouté,زبادي بالأناناس بدون سكر مضاف,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-zahra-bayane-cba2c9,Zahra Bayane,Zahra Bayane,زهرة بيان,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-zott-protein-drink-okolada-48d0cf,Zott Chocolate Protein Drink,Boisson protéinée chocolat Zott,مشروب بروتين بالشوكولاتة زوت,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-clats-caramel-fleur-de-sel-lait-c206d8,Milk Chocolate Caramel Sea Salt,Chocolat au lait éclats caramel et fleur de sel,شوكولاتة بالحليب مع قطع الكراميل وزهرة الملح,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-okolada-ritter-mle-na-alpine-milk-c37461,Ritter Alpine Milk Chocolate,Chocolat Ritter au lait des Alpes,ريتر شوكولاتة بحليب الألب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-8-pains-au-lait-1166c3,8 Milk Bread Rolls,8 pains au lait,8 خبزات بالحليب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-0-fat-greek-yoghurt-589a8f,0% Fat Greek Yogurt,Yaourt grec 0% matière grasse,زبادي يوناني 0% دهون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-1-fat-british-milk-92ecf2,1% Fat British Milk,Lait britannique 1% matière grasse,حليب بريطاني 1% دهون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-amande-sans-sucres-093989,Unsweetened Almond Drink,Boisson amande sans sucres,مشروب لوز بدون سكر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-1-2-reblochon-savoie-fruitier-aop-lait-cru-28-mg-d3a4e0,Half Reblochon Savoie AOP Raw Milk,1/2 Reblochon Savoie AOP au lait cru 28% MG,نصف جبن ربلوشون سافوا AOP من حليب خام,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-10-feuillet-s-au-fromage-fondu-d60117,10 Cheese Puff Pastries,10 feuilletés au fromage fondu,10 فطائر مورقة بالجبن المطبوخ,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-10-feuillet-s-saveur-fromage-2158ee,10 Cheese Flavor Puff Pastries,10 feuilletés saveur fromage,10 فطائر مورقة بنكهة الجبن,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-12-p-tits-carr-scr-meux-66c378,12 Creamy Cheese Squares,12 p'tits carrés crémeux,12 مربع جبن كريمي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-12-yaourts-aux-fruits-ca70df,12 Fruit Yogurts,12 yaourts aux fruits,12 زبادي بالفواكه,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-12-yaourts-nature-758bcf,12 Plain Yogurts,12 yaourts nature,12 زبادي طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-15-pains-au-lait-15b86a,15 Milk Bread Rolls,15 pains au lait,15 خبزات بالحليب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-2-yaourts-au-lait-de-brebis-7d4d5c,2 Sheep Milk Yogurts,2 yaourts au lait de brebis,2 زبادي بحليب الغنم,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-4-ch-vre-chauds-3b1915,4 Warm Goat Cheese Portions,4 chèvres chauds,4 قطع جبن ماعز ساخنة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-4-mini-dorer-ca135c,4 Mini Cheese Bites,4 mini à dorer,4 قطع صغيرة للتحمير,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-4-mini-dorer-au-bon-go-t-de-camembert-48616c,4 Mini Camembert Bites,4 mini à dorer goût camembert,4 قطع صغيرة بطعم الكامامبير,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-4-roul-s-au-fromage-7193ce,4 Cheese Rolls,4 roulés au fromage,4 لفائف بالجبن,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-6-gros-oeufs-frais-bio-bonneterre-f836dd,6 Large Organic Fresh Eggs,6 gros œufs frais bio Bonneterre,6 بيضات كبيرة طازجة عضوية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-6-yaourts-nature-1ad139,6 Plain Yogurts,6 yaourts nature,6 زبادي طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-a-boire-saveursfraiseframboiseabricot-peche-sans-a-eabb81,Drinking Yogurt Mixed Fruit,Yaourt à boire fraise framboise abricot pêche,زبادي للشرب بنكهات فراولة توت مشمش خوخ,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-a-boire-parfum-fraise-banane-471b80,Drinking Yogurt Strawberry Banana,Yaourt à boire fraise banane,زبادي للشرب بالفراولة والموز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-abondance-ou-beaufort-aop-33-mg-cc0b13,Abondance or Beaufort AOP Cheese,Abondance ou Beaufort AOP 33% MG,جبن أبوندانس أو بوفور AOP,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-amul-pasteurized-butter-ed5131,Amul Pasteurized Butter,Beurre pasteurisé Amul,زبدة أمول مبسترة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-abricot-ananas-p-che-poire-d33b59,Apricot Pineapple Peach Pear,abricot ananas pêche poire,مشمش أناناس خوخ كمثرى,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-actimel-0-de-mg-06828c,Actimel 0% Fat,Actimel 0% MG,أكتيميل 0% دهون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activ-fidus-7db8f6,Activ Fidus,Activ Fidus,أكتيف فيدوس,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-415fcc,Activia,Activia,أكتيفيا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-au-bifidus-saveur-citron-5a1d35,Activia Lemon Bifidus,Activia bifidus citron,أكتيفيا بيفيدوس بالليمون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-aux-fruits-4059fe,Activia Fruit Yogurt,Activia aux fruits,أكتيفيا بالفواكه,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-brasse-nature-79ca26,Activia Plain Stirred Bifidus Yogurt,Activia bifidus brassé nature,أكتيفيا بيفيدوس طبيعي مخفوق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-cereales-granola-amarante-52ed9a,Activia Granola Amaranth Cereal,Activia bifidus céréales granola amarante,أكتيفيا بيفيدوس حبوب غرانولا وأمارانث,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-almette-die-herzhaften-bunte-paprika-34d5ec,Almette Paprika Cheese Spread,Almette poivron rouge,ألميته جبنة قابلة للدهن بالفلفل الأحمر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-cereales-saveur-noix-126ef2,Activia Walnut Cereal,Activia bifidus céréales saveur noix,أكتيفيا بيفيدوس حبوب بنكهة الجوز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-nature-a6f7f5,Activia Plain Bifidus Yogurt,Activia bifidus nature,أكتيفيا بيفيدوس طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-nature-0-de-mg-64d92a,Activia Plain Bifidus 0% Fat,Activia bifidus nature 0% MG,أكتيفيا بيفيدوس طبيعي 0% دهون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-saveur-noix-de-coco-sans-arome-art-046b47,Activia Coconut Bifidus,Activia bifidus noix de coco sans arôme artificiel,أكتيفيا بيفيدوس بجوز الهند بدون نكهات صناعية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-saveur-panache-sans-arome-artifici-d883db,Activia Mixed Fruit Bifidus,Activia bifidus saveur panaché sans arôme artificiel,أكتيفيا بيفيدوس بنكهات مشكلة بدون نكهات صناعية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-saveur-vanille-sans-arome-artifici-bf0f70,Activia Vanilla Bifidus,Activia bifidus vanille sans arôme artificiel,أكتيفيا بيفيدوس بالفانيليا بدون نكهات صناعية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-saveur-vanille-sans-arome-artifici-d35b69,Activia Vanilla Bifidus,Activia bifidus vanille sans arôme artificiel,أكتيفيا بيفيدوس بالفانيليا بدون نكهات صناعية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-con-trozos-de-pi-a-2b8769,Activia Pineapple Pieces,Activia morceaux d'ananas,أكتيفيا بقطع الأناناس,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-c-r-ales-saveur-noix-c-r-ales-981526,Activia Walnut Cereal,Activia céréales saveur noix,أكتيفيا حبوب بنكهة الجوز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-fruits-584c1f,Activia Fruits,Activia fruits,أكتيفيا بالفواكه,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-nature-0-873e78,Activia Plain 0%,Activia nature 0%,أكتيفيا طبيعي 0%,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-ap-ricube-7a7295,Apéricube,Apéricube,أبيريكوب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-probiotic-nature-c6e6a5,Activia Probiotic Plain,Activia probiotique nature,أكتيفيا بروبيوتيك طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-sans-sucre-ajoute-mangue-coco-chia-4f040e,Activia No Added Sugar Mango Coconut Chia,Activia sans sucre ajouté mangue coco chia,أكتيفيا بدون سكر مضاف مانجو جوز الهند شيا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-saveur-citron-et-saveur-coco-6eaf83,Activia Lemon Coconut,Activia saveur citron et coco,أكتيفيا بنكهة الليمون وجوز الهند,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-abricot-ananas-p-che-poire-d33b59,Apricot Pineapple Peach Pear,Abricot Ananas Pêche Poire,مشمش أناناس خوخ كمثرى,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-actimel-0-de-mg-06828c,Actimel 0% Fat,Actimel 0% MG Original,أكتيميل 0% دهون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activ-fidus-7db8f6,Activ Fidus,Activ Fidus,أكتيف فيدوس,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-415fcc,Activia,Activia,أكتيفيا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-au-bifidus-saveur-citron-5a1d35,Activia Lemon Bifidus,Activia au bifidus saveur citron,أكتيفيا بيفيدوس بالليمون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-aux-fruits-4059fe,Activia Fruit Yogurt,Activia aux fruits,أكتيفيا بالفواكه,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-brasse-nature-79ca26,Activia Plain Stirred Bifidus,Activia bifidus brassé nature,أكتيفيا بيفيدوس طبيعي مخفوق,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-cereales-granola-amarante-52ed9a,Activia Granola Amaranth Cereal,Activia bifidus céréales granola amarante,أكتيفيا بيفيدوس حبوب غرانولا وأمارانث,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-almette-die-herzhaften-bunte-paprika-34d5ec,Almette Paprika Cheese Spread,Almette poivron rouge,جبنة ألميته بالفلفل الأحمر,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-cereales-saveur-noix-126ef2,Activia Walnut Cereal,Activia bifidus céréales saveur noix,أكتيفيا بيفيدوس حبوب بنكهة الجوز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-nature-a6f7f5,Activia Plain Bifidus,Activia bifidus nature,أكتيفيا بيفيدوس طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-nature-0-de-mg-64d92a,Activia Plain Bifidus 0% Fat,Activia bifidus nature 0% MG,أكتيفيا بيفيدوس طبيعي 0% دهون,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-saveur-noix-de-coco-sans-arome-art-046b47,Activia Coconut Bifidus,Activia bifidus saveur noix de coco sans arôme artificiel,أكتيفيا بيفيدوس بجوز الهند بدون نكهات صناعية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-saveur-panache-sans-arome-artifici-d883db,Activia Mixed Fruit Bifidus,Activia bifidus saveur panaché sans arôme artificiel,أكتيفيا بيفيدوس بنكهات مشكلة بدون نكهات صناعية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-saveur-vanille-sans-arome-artifici-bf0f70,Activia Vanilla Bifidus,Activia bifidus saveur vanille sans arôme artificiel,أكتيفيا بيفيدوس بالفانيليا بدون نكهات صناعية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-bifidus-saveur-vanille-sans-arome-artifici-d35b69,Activia Vanilla Bifidus,Activia bifidus saveur vanille sans arôme artificiel,أكتيفيا بيفيدوس بالفانيليا بدون نكهات صناعية,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-con-trozos-de-pi-a-2b8769,Activia Pineapple Pieces,Activia morceaux d'ananas,أكتيفيا بقطع الأناناس,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-c-r-ales-saveur-noix-c-r-ales-981526,Activia Walnut Cereal,Activia céréales saveur noix,أكتيفيا حبوب بنكهة الجوز,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-fruits-584c1f,Activia Fruits,Activia fruits,أكتيفيا بالفواكه,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-nature-0-873e78,Activia Plain 0%,Activia nature 0%,أكتيفيا طبيعي 0%,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-ap-ricube-7a7295,Apéricube,Apéricube,أبيريكوب,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-probiotic-nature-c6e6a5,Activia Probiotic Plain,Activia probiotique nature,أكتيفيا بروبيوتيك طبيعي,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-sans-sucre-ajoute-mangue-coco-chia-4f040e,Activia No Added Sugar Mango Coconut Chia,Activia sans sucre ajouté mangue coco chia,أكتيفيا بدون سكر مضاف مانجو جوز الهند شيا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-saveur-citron-et-saveur-coco-6eaf83,Activia Lemon Coconut,Activia saveur citron et saveur coco,أكتيفيا بنكهة الليمون وجوز الهند,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-activia-saveur-vanille-72ea51,Activia Vanilla,Activia saveur vanille,أكتيفيا بالفانيليا,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-aero-milk-chocolate-bubbly-mousse-3883d5,Aero Milk Chocolate Bubbly Mousse,Aero mousse chocolat au lait,موس شوكولاتة بالحليب آيرو,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-ail-fines-herbes-93f534,Garlic & Fine Herbs,Ail & fines herbes,ثوم وأعشاب ناعمة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
off-ail-de-garonne-et-fines-herbes-5aabec,Garonne Garlic & Fine Herbs,Ail de Garonne et fines herbes,ثوم غارون وأعشاب ناعمة,Dairy & Eggs,Produits laitiers & Œufs,ألبان وبيض
